管理id,アクアマリン,ルビー,トウキョウリメイク,R7新年会版,R7正式版,除外,管理ID_初年度登録,管理ID_バイク,管理ID_パッケージ,エントリー日,name,連絡,sns,情報,写真,なまえ,都道府県,身長,メーカー名情報,車種名情報,年式情報,オーナー備考,name_alph,エントリーNo.,pass_photo,pass_bg_maker,,US作業,UG作業,型番,メーカー,_メーカーAlph,_メーカー国,車種1,車種2,馬力ps,燃費km/l,燃費注釈,シートmm,全長mm,乾燥重量,装備重量,車重kg,車重の注釈,価格yen,税別価格,税率,税込価格yen,価格注釈,年式year,年式注釈,排気量,排気量単位,ミッション,気筒数,エンジンモーター,情報ソースURL,備考,,pass_bg_class,pass_back,確率,,pic_path
0079,,,,,,除外,TMR05,0020,TK,,,,,,,#初年度の発売年式,ヤマハが美しい,2021年情報 ,,,,,,79,src/img/bike_0079.jpg,src/img/bg_ヤマハ.svg,,,,,ヤマハ,YAMAHA,日本,XSR900,,120,20,WMTC値燃費,810,2155,,193,193,装備重量,"1,210,000",,,121,希望小売価格,2016,日本仕様,888,cc,MT,3,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,
0080,,,◆,,,,TMR05,0021,TK,,,,,,,#初年度の発売年式,ヤマハが美しい,2021年情報 ,,,,,,80,src/img/bike_0080.jpg,src/img/bg_ヤマハ.svg,,,,8BL-RM33J,ヤマハ,YAMAHA,日本,MT-07,,73,25,WMTC値燃費,805,2085,,184,184,装備重量,"814,000",,,81,希望小売価格,2014,日本仕様,688,cc,MT,2,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,1.75%,1.56%,
0081,,,,,,除外,TMR05,0022,TK,,,,,,,#初年度の発売年式,ヤマハが美しい,2021年情報 ,,,,,,81,src/img/bike_0081.jpg,src/img/bg_ヤマハ.svg,,,,,ヤマハ,YAMAHA,日本,TMAX560,,48,22,WMTC値燃費,800,2195,,218,218,装備重量,"1,364,000",,,136,希望小売価格,2001,日本仕様,561,cc,AT,2,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,
0082,,,◆,,,,TMR05,0023,TK,,,,,,,#初年度の発売年式,ヤマハが美しい,2021年情報 ,,,,,,82,src/img/bike_0082.jpg,src/img/bg_ヤマハ.svg,,,,2BL-SH15J,ヤマハ,YAMAHA,日本,トリシティ300,,29,32,WMTC値燃費,795,2250,,237,237,装備重量,"957,000",,,96,希望小売価格,2014,日本仕様,292,cc,AT,1,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,1.75%,1.56%,
0083,,,◆,,,,TMR05,0024,TK,,,,,,,#初年度の発売年式,ヤマハが美しい,2021年情報 ,,,,,,83,src/img/bike_0083.jpg,src/img/bg_ヤマハ.svg,,,,2BK-RG43J,ヤマハ,YAMAHA,日本,YZF-R25,,35,26,WMTC値燃費,780,2090,,169,169,装備重量,"668,800",,,67,希望小売価格,2014,日本仕様,249,cc,MT,2,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,1.75%,1.56%,
0084,,,,,,除外,TMR05,0025,TK,,,,,,,#初年度の発売年式,ヤマハが美しい,2021年情報 ,,,,,,84,src/img/bike_0084.jpg,src/img/bg_ヤマハ.svg,,,,,ヤマハ,YAMAHA,日本,XMAX,,23,34,WMTC値燃費,795,2185,,179,179,装備重量,"654,500",,,65,希望小売価格,2018,日本仕様,249,cc,AT,1,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0085,,,,,,除外,TMR05,0026,TK,,,,,,,#初年度の発売年式,ヤマハが美しい,2021年情報 ,,,,,,85,src/img/bike_0085.jpg,src/img/bg_ヤマハ.svg,,,,,ヤマハ,YAMAHA,日本,シグナスX,,10,37,WMTC値燃費,775,1890,,119,119,装備重量,"335,500",,,34,希望小売価格,2003,日本仕様,124,cc,AT,1,4st,,,,src/img/bg_small.svg,src/img/back_small.svg,,,
0086,,,◆,,,,TMR05,0027,TK,,,,,,,#初年度の発売年式,ヤマハが美しい,2021年情報 ,,,,,,86,src/img/bike_0086.jpg,src/img/bg_ヤマハ.svg,,,,8BJ-SEG6J,ヤマハ,YAMAHA,日本,NMAX,,12,47,WMTC値燃費,765,1935,,131,131,装備重量,"368,500",,,37,希望小売価格,2016,日本仕様,124,cc,AT,1,4st,,,,src/img/bg_small.svg,src/img/back_small.svg,1.75%,1.56%,
0087,,,◆,,,,TMR05,0028,TK,,,,,,,#初年度の発売年式,ヤマハが美しい,2021年情報 ,,,,,,87,src/img/bike_0087.jpg,src/img/bg_ヤマハ.svg,,,,2BH-AY02,ヤマハ,YAMAHA,日本,ビーノ,,5,58,WMTC値燃費,720,1650,,81,81,装備重量,"203,500",,,20,希望小売価格,1997,日本仕様,49,cc,AT,1,4st,,,,src/img/bg_small.svg,src/img/back_small.svg,,,
0088,,,,,,除外,TMR05,,,,,,,,,,,,,,,,,88,src/img/bike_0088.jpg,src/img/bg_ヤマハ.svg,,,,,ヤマハ,YAMAHA,日本,E-Vino,,2,-,WMTC値燃費,715,1675,,68,68,装備重量,"259,600",,,26,希望小売価格,2002,日本仕様,0.58,kw,AT,1,モーター,,,,src/img/bg_small.svg,src/img/back_small.svg,,,
0089,,,,,,除外,TMR05,0029,TK,,,,,,,#初年度の発売年式,変態のスズキ,2021年情報 ,,,,,,89,src/img/bike_0089.jpg,src/img/bg_スズキ.svg,,,,,スズキ,SUZUKI,日本,Hayabusa,,188,15,WMTC値燃費,800,2180,,264,264,装備重量,"2,156,000",,,216,希望小売価格,1999,日本仕様,1339,cc,MT,4,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,
0090,,,◆,,,,TMR05,0030,TK,,,,,,,#初年度の発売年式,変態のスズキ,2021年情報 ,,,,,,90,src/img/bike_0090.jpg,src/img/bg_スズキ.svg,,,,2BL-GT79B,スズキ,SUZUKI,日本,KATANA,,150,17,WMTC値燃費,825,2130,,215,215,装備重量,"1,606,000",,,161,希望小売価格,2019,日本仕様,998,cc,MT,4,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,1.75%,1.56%,
0091,,,◆,,,,TMR05,0031,TK,,,,,,,#初年度の発売年式,変態のスズキ,2021年情報 ,,,,,,91,src/img/bike_0091.jpg,src/img/bg_スズキ.svg,,,,2BL-VP55B,スズキ,SUZUKI,日本,SV650,,72,24,WMTC値燃費,785,2140,,199,199,装備重量,"803,000",,,80,希望小売価格,1999,日本仕様,645,cc,MT,2,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,1.75%,1.56%,
0092,,,◆,,,,TMR05,0032,TK,,,,,,,#初年度の発売年式,変態のスズキ,2021年情報 ,,,,,,92,src/img/bike_0092.jpg,src/img/bg_スズキ.svg,,,,8BK-DS12E,スズキ,SUZUKI,日本,Vストローム250,,24,32,WMTC値燃費,800,2150,,189,189,装備重量,"613,800",,,61,希望小売価格,2017,日本仕様,248,cc,MT,2,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,1.75%,1.56%,
0093,,,◆,,,,TMR05,0033,TK,,,,,,,#初年度の発売年式,変態のスズキ,2021年情報 ,,,,,,93,src/img/bike_0093.jpg,src/img/bg_スズキ.svg,,,,2BK-DN11A,スズキ,SUZUKI,日本,GSX250R,（トリトンブルーメタリックNo.2）,24,33,WMTC値燃費,790,2085,,181,181,装備重量,"581,900",,,58,希望小売価格,2017,日本仕様,248,cc,MT,2,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,1.75%,3.13%,
0094,,,◆,,,,TMR05,0034,TK,,,,,,,#初年度の発売年式,変態のスズキ,2021年情報 ,,,,,,94,src/img/bike_0094.jpg,src/img/bg_スズキ.svg,,,,2BK-ED13N,スズキ,SUZUKI,日本,ジクサー150,,14,51,WMTC値燃費,795,2020,,139,139,装備重量,"352,000",,,35,希望小売価格,2017,日本仕様,154,cc,MT,1,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,1.75%,1.56%,
0095,,,,,,除外,TMR05,0035,TK,,,,,,,#初年度の発売年式,変態のスズキ,2021年情報 ,,,,,,95,src/img/bike_0095.jpg,src/img/bg_スズキ.svg,,,,,スズキ,SUZUKI,日本,GSX-R125,,15,44,WMTC値燃費,785,2000,,137,137,装備重量,"453,200",,,45,希望小売価格,2018,日本仕様,124,cc,MT,1,4st,,,,src/img/bg_small.svg,src/img/back_small.svg,,,
0096,,,◆,,,,TMR05,0036,TK,,,,,,,#初年度の発売年式,変態のスズキ,2021年情報 ,,,,,,96,src/img/bike_0096.jpg,src/img/bg_スズキ.svg,,,,2BJ-CE47A,スズキ,SUZUKI,日本,アドレス110,,9,49,WMTC値燃費,755,1845,,100,100,装備重量,"225,500",,,23,希望小売価格,1988,日本仕様,112,cc,AT,1,4st,,,,src/img/bg_small.svg,src/img/back_small.svg,,,
0097,,,◆,,,,TMR05,0037,TK,,,,,,,#初年度の発売年式,漢カワサキ,2021年情報 ,,,,,,97,src/img/bike_0097.jpg,src/img/bg_カワサキ.svg,,,,2BL-ZXT02J,カワサキ,KAWASAKI,日本,Ninja H2,CARBON,231,15,WMTC値燃費,825,2085,,238,238,装備重量,"3,630,000",,,363,希望小売価格,2015,日本仕様,998,cc,MT,4,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,1.75%,1.56%,
0098,,,,,,除外,TMR05,0038,TK,,,,,,,#初年度の発売年式,漢カワサキ,2021年情報 ,,,,,,98,src/img/bike_0098.jpg,src/img/bg_カワサキ.svg,,,,,カワサキ,KAWASAKI,日本,Z900RS,,111,20,WMTC値燃費,800,2100,,215,215,装備重量,"1,386,000",,,139,希望小売価格,2017,日本仕様,948,cc,MT,4,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,
0099,,,◆,,,,TMR05,0039,TK,,,,,,,#初年度の発売年式,漢カワサキ,2021年情報 ,,,,,,99,src/img/bike_0099.jpg,src/img/bg_カワサキ.svg,,,,2BL-EJ800B,カワサキ,KAWASAKI,日本,W800 STREET,,52,21,WMTC値燃費,770,2135,,221,221,装備重量,"1,089,000",,,109,希望小売価格,2011,日本仕様,773,cc,MT,2,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,1.75%,1.56%,
0100,,,◆,,,,TMR05,0040,TK,,,,,,,#初年度の発売年式,漢カワサキ,2021年情報 ,,,,,,100,src/img/bike_0100.jpg,src/img/bg_カワサキ.svg,,,,2BL-EN650G,カワサキ,KAWASAKI,日本,VULCAN S,,61,23,WMTC値燃費,705,2310,,229,229,装備重量,"913,000",,,91,希望小売価格,2016,日本仕様,649,cc,MT,2,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,1.75%,1.56%,
0101,,,◆,,,,TMR05,0041,TK,,,,,,,#初年度の発売年式,漢カワサキ,2021年情報 ,,,,,,101,src/img/bike_0101.jpg,src/img/bg_カワサキ.svg,,,,2BK-ZX250E,カワサキ,KAWASAKI,日本,Ninja ZX-25R,,45,19,WMTC値燃費,785,1980,,183,183,装備重量,"847,000",,,85,希望小売価格,2020,日本仕様,249,cc,MT,4,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,1.75%,3.13%,
0102,,,◆,,,,TMR05,0042,TK,,,,,,,#初年度の発売年式,漢カワサキ,2021年情報 ,,,,,,102,src/img/bike_0102.jpg,src/img/bg_カワサキ.svg,,,,2BK-EX250P,カワサキ,KAWASAKI,日本,Ninja 250,,37,26,WMTC値燃費,795,1990,,166,166,装備重量,"654,500",,,65,希望小売価格,2008,日本仕様,248,cc,MT,2,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,1.75%,1.56%,
0103,,,◆,,,,TMR05,0043,TK,,,,,,,#初年度の発売年式,漢カワサキ,2021年情報 ,,,,,,103,src/img/bike_0103.jpg,src/img/bg_カワサキ.svg,,,,2BK-LX230A,カワサキ,KAWASAKI,日本,KLX230,,19,33,WMTC値燃費,885,2105,,134,134,装備重量,"495,000",,,50,希望小売価格,1979,日本仕様,232,cc,MT,1,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,1.75%,1.56%,
0104,,,◆,,,,TMR05,0044,TK,,,,,,,#初年度の発売年式,漢カワサキ,2021年情報 ,,,,,,104,src/img/bike_0104.jpg,src/img/bg_カワサキ.svg,,,,2BJ-BR125H,カワサキ,KAWASAKI,日本,Z125 PRO,,10,54,WMTC値燃費,780,1700,,102,102,装備重量,"352,000",,,35,希望小売価格,2016,日本仕様,124,cc,MT,1,4st,,,,src/img/bg_small.svg,src/img/back_small.svg,,,
0105,,,,○,〇,,TMR07,0001,RB,2023/11/5,,,,,撮影ok,@うえやま,神奈川県,173cm,カワサキ,エルミネーター,2024,神奈川,,105,src/img/bike_0105.jpg,,,,,8BL-EL400A,カワサキ,KAWASAKI,日本,エリミネーター400,,48,26,WMTC値燃費,735,2250,,176,176,装備重量,759000,,,76,希望小売価格,2024,日本仕様,398,cc,MT,2,4st,,ノーマルの方の価格。,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0106,,,,○,〇,,TMR07,0002,MV,2023/11/5,,,,,撮影ok,@とおる,山梨県,173cm,トライアンフ,ロケット3  ツーリング,2009,道志・奥多摩・秩父・八ヶ岳・富士山・箱根,,106,src/img/bike_0106.jpg,,,,,,トライアンフ,Triumph,イギリス,ロケット3,ツーリング,142,17,実燃費（個人サイト情報）,740,2500,,395,395,装備重量,2509500,,,251,希望小売価格,2009,※海外メーカーモデル,2294,cc,MT,3,4st,,2009年は、ファイナルエディション。,,src/img/bg_large.svg,src/img/back_large.svg,,,
0107,,,,,,,TMR07,0003,MV,2023/11/11,,,,,受信,@ジマ,神奈川県,157cm,ホンダ,レブル250S,2020,神奈川,,107,src/img/bike_0107.jpg,,,,,2BK-MC49,ホンダ,HONDA,日本,レブル250S,,26,34,WMTC値燃費,690,2205,,171,171,装備重量,638000,,,64,希望小売価格,2020,日本仕様,249,cc,MT,1,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0108,,,,,,,TMR07,0004,MV,2023/11/11,,,,,受信,@マサキ,神奈川県,166cm,カワサキ,ニンジャ1000,2018,神奈川,,108,src/img/bike_0108.jpg,,,,,2BL-ZXT00W,カワサキ,KAWASAKI,日本,Ninja 1000,,141,18,WMTC値燃費,815,2100,,235,235,装備重量,1274400,,,127,希望小売価格,2018,日本仕様,1043,cc,MT,4,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,
0109,,,,○,〇,,TMR07,0005,MV,2023/11/12,,,,,撮影ok,@とおる,山梨県,173cm,ホンダ,スーパーカブ,2002,道志・奥多摩・秩父・八ヶ岳・富士山・箱根,,109,src/img/bike_0109.jpg,,,,,BC-HA02,ホンダ,HONDA,日本,スーパーカブ,,7,45,実燃費（投稿サイト情報）,735,1805,,86,86,装備重量,185000,,,19,希望小売価格,2002,日本仕様,85,cc,AT,1,4st,,デラックスモデル。https://global.honda/jp/news/2002/2020212-cub.html,,src/img/bg_small.svg,src/img/back_small.svg,,,
0110,,,,○,,,TMR07,0006,MV,2023/11/12,,,,,撮影ok再,@だい,埼玉県,178cm,ホンダ,CB1300 SB,2021,秩父,,110,src/img/bike_0110.jpg,,,,,8BL-SC54,ホンダ,HONDA,日本,CB1300 SUPER BOL D'OR SP,,113,17,WMTC値燃費,790,2200,,272,272,装備重量,1672000,,,167,希望小売価格,2021,日本仕様,1284,cc,MT,4,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,
0111,,,,,,,TMR07,0007,MV,2023/11/12,,,,,撮影ok再,@エイシン,千葉県,173cm,カワサキ,ZRX1200ダエグ,2012,千葉県,,111,src/img/bike_0111.jpg,,,,,EBL-ZRT20D,カワサキ,KAWASAKI,日本,ZRX1200 DAEG,,110,18,実燃費（投稿サイト情報）,790,2150,,246,246,装備重量,1140000,,,114,希望小売価格,2012,日本仕様,1164,cc,MT,4,4st,,2012年12月ファイナルエディション,,src/img/bg_large.svg,src/img/back_large.svg,,,
0112,,,,○,,,TMR07,0008,MV,2023/11/12,,,,,撮影ok,@にじーろ,神奈川県,167cm,ホンダ,シャドウPhantom750,2015,神奈川,,112,src/img/bike_0112.jpg,,,,,EBL-RC53,ホンダ,HONDA,日本,Shadow Phantom 750,,44,27,実燃費（投稿サイト情報）,650,2405,,250,250,装備重量,853200,,,85,希望小売価格,2015,日本仕様,745,cc,MT,2,4st,,2012年仕様。20212年モデルのみ発売っぽい,,src/img/bg_large.svg,src/img/back_large.svg,,,
0113,,,,○,,,TMR07,0009,MV,2023/11/12,,,,,撮影ok,@バイソン,神奈川県,167cm,ドゥカティ,モンスターS2R800,2005,神奈川,,113,src/img/bike_0113.jpg,,,,,,ドゥカティ,DUCATI,イタリア,Monster S2R,,78,21,実燃費（投稿サイト情報）,800,2105,173,,173,乾燥重量,1050000,,,105,希望小売価格,2005,※海外メーカーモデル,803,cc,MT,2,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,
0114,,,,,,,TMR07,0010,MV,2023/11/12,,,,,受信,@タケちゃん,神奈川県,164cm,ヤマハ,セロー225,1989,神奈川,,114,src/img/bike_0114.jpg,,,,,1KH,ヤマハ,YAMAHA,日本,セロー225,,20,29,実燃費（投稿サイト情報）,810,2070,106,,106,乾燥重量,413000,,,41,中古相場価格税込,1989,日本仕様,223,cc,MT,1,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0115,,,,○,,,TMR07,0011,MV,2023/11/13,,,,,staff,@らりちぇった,神奈川県,175cm,ホンダ,CB750F,1983,道志箱根,,115,src/img/bike_0115.jpg,,,,,RC04,ホンダ,HONDA,日本,CB750F,,70,18,実燃費（投稿サイト情報）,800,2180,,250,250,装備重量,538000,,,54,希望小売価格,1983,日本仕様,748,cc,MT,4,4st,,1982年の情報。新車価格は、バイクパッションというサイトから引用。,,src/img/bg_large.svg,src/img/back_large.svg,,,
0116,,,,,,,TMR07,0012,MV,2023/11/13,,,,,staff,@ミツヒロ,神奈川県,164cm,ホンダ,Rebel 1100MT,2023,宮ヶ瀬・ヤビツ峠・奥多摩周遊道路・椿ライン・西伊豆スカイラインetc.,,116,src/img/bike_0116.jpg,,,,,8BL-SC83,ホンダ,HONDA,日本,Rebel 1100,,87,19,WMTC値燃費,700,2240,,223,223,装備重量,1138500,,,114,希望小売価格,2023,日本仕様,1082,cc,MT,2,4st,,ノーマークという認識,,src/img/bg_large.svg,src/img/back_large.svg,,,
0117,,,,○,,,TMR07,0013,MV,2023/11/14,,,,,staff,@サッシー,神奈川県,163cm,ヤマハ,YZF-R6,2017,湘南・宮ヶ瀬・ヤビツ峠・ターンパイク箱根・大観山・芦ノ湖スカイライン・箱根スカイライン・伊豆スカイラインetc.,,117,src/img/bike_0117.jpg,,,,,,ヤマハ,YAMAHA,日本,YZF-R6,,118,17,実燃費（投稿サイト情報）,850,2040,,190,190,装備重量,1378487,,,138,希望小売価格,2017,※海外メーカーモデル,599,cc,MT,4,4st,,"12,199USドル（2017/3為替レート113円換算）",,src/img/bg_large.svg,src/img/back_large.svg,,,
0118,,,,,,,TMR07,0014,MV,2023/11/15,,,,,staff,@たくみ,神奈川県,179cm,スズキ,GSR400,2009,宮ヶ瀬・江ノ島・湘南平・奥多摩・椿ライン,,118,src/img/bike_0118.jpg,,,,,EBL-GK7EA,スズキ,SUZUKI,日本,GSR400,,61,21,WMTC値燃費,785,2090,,215,215,装備重量,861000,,,86,希望小売価格,2009,日本仕様,398,cc,MT,4,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0119,,,,,,,TMR07,0015,MV,2023/11/15,,,,,staff,@ジョウジ,神奈川県,169cm,ホンダ,VT400S,2011,神奈川・静岡,,119,src/img/bike_0119.jpg,,,,,EBL-NC46,ホンダ,HONDA,日本,VT400S,,31,22,WMTC値燃費,750,2295,,229,229,装備重量,689040,,,69,希望小売価格,2011,日本仕様,398,cc,MT,2,4st,,パールヘロンブルー（青のほうがグラファイトブラックより2万円高い）,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0120,,,,○,,,TMR07,0016,MV,2023/11/18,,,,,staff,@トモ,神奈川県,170cm,カワサキ,Ninja1000SX,2020,宮ヶ瀬、どうし、山中湖、有馬ダム、伊豆、箱根,,120,src/img/bike_0120.jpg,,,,,2BL-ZXT02K,カワサキ,KAWASAKI,日本,Ninja 1000SX,,141,18,WMTC値燃費,820,2100,,236,236,装備重量,1485000,,,149,希望小売価格,2020,日本仕様,1043,cc,MT,4,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,
0121,,,,○,〇,,TMR07,0017,MV,2023/11/19,,,,,撮影ok,@そこぬけ,東京都,176cm,ハスクバーナ,VITPILEN701,2020,東京都、神奈川県、山梨県,,121,src/img/bike_0121.jpg,,,,,,ハスクバーナ,Husqvarna,スエーデン,VITPILEN 701,,76,30,実燃費（個人サイト情報）,830,2167,,157,157,装備重量,1380100,,,138,希望小売価格,2020,※海外メーカーモデル,693,cc,MT,1,4st,,全長不明。燃費情報もサンプルが一人。→ホイールベースの差分で算出（701が1434mm、401が1357mmなので差分77mm、401全長2090mmに77mm足すと2167mm）,,src/img/bg_large.svg,src/img/back_large.svg,,,
0122,,,,,,,TMR07,0018,MV,2023/11/19,,,,,撮影ok,@そまきゅん,神奈川県,162cm,ロイヤルエンフィールド,コンチネンタルgt650,2021,アクアライン,,122,src/img/bike_0122.jpg,,,,,,ロイヤルエンフィールド,Royal Enfield,イギリス,CONTINENTAL GT 650,,48,27,実燃費（個人サイト情報）,820,2119,,211,211,装備重量,970200,,,97,希望小売価格,2021,※海外メーカーモデル,648,cc,MT,2,4st,,燃費が25～29km/lらしい。価格は、 Standard（Rocker Red）,,src/img/bg_large.svg,src/img/back_large.svg,,,
0123,,,,○,,,TMR07,0019,MV,2023/11/19,,,,,撮影ok,@ケンケン,神奈川県,169cm,ロイヤルエンフィールド,コンチネンタルGT650,2022,アクアライン,,123,src/img/bike_0123.jpg,,,,,,ロイヤルエンフィールド,Royal Enfield,イギリス,CONTINENTAL GT 650,,48,27,実燃費（個人サイト情報）,820,2119,,212,212,装備重量,1017500,,,102,希望小売価格,2022,※海外メーカーモデル,648,cc,MT,2,4st,,燃費が25～29km/lらしい。価格は、 CONTINENTAL GT 650 Dark（Apex Grey）,,src/img/bg_large.svg,src/img/back_large.svg,,,
0124,,,,,,,TMR07,0020,MV,2023/11/19,,,,,撮影9ok,@しかばね,神奈川県,165cm,ロイヤルエンフィールド,スーパーメテオ650,2023,アクアライン、どうし道,,124,src/img/bike_0124.jpg,,,,,,ロイヤルエンフィールド,Royal Enfield,イギリス,Super Meteor 650 Tourer,,47,20,実燃費（個人サイト情報）,740,2300,,244,244,装備重量,979000,,,98,希望小売価格,2023,※海外メーカーモデル,648,cc,MT,2,4st,,標準モデル（ブラック、ブルー、グリーン）の価格。（グリーンのみ99万8800円）,,src/img/bg_large.svg,src/img/back_large.svg,,,
0125,,,,○,,,TMR07,0021,MV,2023/11/19,,,,,撮影6ok,@ヒデ,神奈川県,172cm,ロイヤルエンフィールド,GT650,2022,神奈川,,125,src/img/bike_0125.jpg,,,,,,ロイヤルエンフィールド,Royal Enfield,イギリス,CONTINENTAL GT 650 Standard,,48,30,実燃費（個人サイト情報）,820,2119,,211,211,装備重量,970200,,,97,希望小売価格,2022,※海外メーカーモデル,648,cc,MT,2,4st,,"Standard（Rocker Red, British Racing Green）の価格",,src/img/bg_large.svg,src/img/back_large.svg,,,
0126,,,,○,,,TMR07,0022,MV,2023/11/19,,,,,撮影ok,@タケちゃん,神奈川県,164cm,ホンダ,VTR250,2009,神奈川,,126,src/img/bike_0126.jpg,,,,,JBK-MC33,ホンダ,HONDA,日本,VTR250,,30,28,実燃費（投稿サイト情報）,760,2080,,161,161,装備重量,598320,,,60,希望小売価格,2009,日本仕様,249,cc,MT,2,4st,,ノーマークエディションの価格,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0127,,,,,,,TMR07,0023,MV,2023/11/19,,,,,撮影ok,@こじま　さとし,神奈川県,170cm,ヤマハ,SDR200,1987,宮ケ瀬,,127,src/img/bike_0127.jpg,,,,,2TV,ヤマハ,YAMAHA,日本,SDR200,,34,25,WMTC値燃費,770,1945,105,,105,乾燥重量,379000,,,38,希望小売価格,1987,日本仕様,195,cc,MT,1,2st,,1987年モデルのみ,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0128,,,,,,,TMR07,0024,MV,2023/11/19,,,,,撮影2ok,@ツルハ,山梨県,165cm,ロイヤルエンフィールド,Hunter350,2023,どうし道,,128,src/img/bike_0128.jpg,,,,,,ロイヤルエンフィールド,Royal Enfield,イギリス,Hunter350,,21,36,実燃費（個人サイト情報）,790,2100,,181,181,装備重量,657800,,,66,希望小売価格,2023,※海外メーカーモデル,349,cc,MT,1,4st,,"価格は、標準モデル（ Dapper White, Dapper Ash, Dapper Grey ）",,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0129,,,,○,,,TMR07,0025,MV,2023/11/19,,,,,撮影3ok,@まゆ,神奈川県,163cm,ロイヤルエンフィールド,classic350　,2023,神奈川,,129,src/img/bike_0129.jpg,,,,,,ロイヤルエンフィールド,Royal Enfield,イギリス,CLASSIC 350,,21,42,実燃費（投稿サイト情報）,805,2145,,195,195,装備重量,694100,,,69,希望小売価格,2023,※海外メーカーモデル,349,cc,MT,1,4st,,"2022年モデル参照。 価格は、標準モデル（Halcyon Green, Halcyon Grey, Halcyon Black）",,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0130,,,,○,,,TMR07,0026,MV,2023/11/19,,,,,撮影4ok,@けいこ,山梨県,165cm,ロイヤルエンフィールド,メテオ350,2022,山中湖,,130,src/img/bike_0130.jpg,,,,,,ロイヤルエンフィールド,Royal Enfield,イギリス,Meteor350 FIREBALL,,21,34,実燃費（個人サイト情報）,765,2140,,191,191,装備重量,710600,,,71,希望小売価格,2022,※海外メーカーモデル,349,cc,MT,1,4st,,"2021年モデル参照。価格は、標準モデル（Fireball Red, Fireball Yellow, Fireball Blue, Fireball Matt Green）",,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0131,,,,○,,,TMR07,0027,MV,2023/11/19,,,,,撮影5ok,@むらきゃみだいち,神奈川県,167cm,ロイヤルエンフィールド,classic350,2022,逗子葉山,,131,src/img/bike_0131.jpg,,,,,,ロイヤルエンフィールド,Royal Enfield,イギリス,Classic350,,21,42,実燃費（投稿サイト情報）,805,2145,,195,195,装備重量,694100,,,69,希望小売価格,2022,※海外メーカーモデル,349,cc,MT,1,4st,,"価格は、標準モデル（Halcyon Green, Halcyon Grey, Halcyon Black）",,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0132,,,,○,,,TMR07,0028,MV,2023/11/19,,,,,撮影7ok,@くりやま,東京都,176cm,ロイヤルエンフィールド,INT650,2022,東京都,,132,src/img/bike_0132.jpg,,,,,,ロイヤルエンフィールド,Royal Enfield,イギリス,INT 650,,48,27,実燃費（個人サイト情報）,805,2119,,217,217,装備重量,947100,,,95,希望小売価格,2022,※海外メーカーモデル,648,cc,MT,2,4st,,Standard (Orange Crush),,src/img/bg_large.svg,src/img/back_large.svg,,,
0133,,,,○,,,TMR07,0029,MV,2023/11/19,,,,,撮影8ok,@なかた,東京都,165cm,ロイヤルエンフィールド,INT650,2021,東京都,,133,src/img/bike_0133.jpg,,,,,,ロイヤルエンフィールド,Royal Enfield,イギリス,INT 650,,48,27,実燃費（個人サイト情報）,805,2119,,217,217,装備重量,947100,,,95,希望小売価格,2021,※海外メーカーモデル,648,cc,MT,2,4st,,シリーズ不明。写真は、人物代行メモあり。,,src/img/bg_large.svg,src/img/back_large.svg,,,
